id;description;C2A
961015820603508;"klar wirds geschluckt, juckt doch den Schlafmichel nicht a la ""Uns gehts doch alle gut""";False
1096026437102445;Ich denke die wissen genau was sie tun.;False
1105436602828095;es ist schade um die armen schweineköpfe, dafür sind die viel zu schade. rausschmeißen, diese oberschmarotzer;True
1010221582349598;[@URL]         Matthias so unrecht scheinst vllt gar nicht zu haben, wenn das hier nur annähern stimmen sollte :(;False
982708345100922;Danke an Ungarn...Euch gehört jegliche Unterstützung anstatt diesem Asylantenpack....;False
1055080734530349;[@URL]                 Die Polizei konnte den Haupttäter festnehmen: Yussuf B. (24, Name geändert). Einschlägig bekannt, 20 Einträge quer durch das Gesetzbuch. Gegen ihn wird nun ermittelt.;False
945981125440311;"die sollten sich von den skandinavischen gruppenvergewaltigungsopfern tips geben lassen,wie man das blut aus den klamotten bekommt!
eigentlich traurig,dass man solche beispiele bringen muss! :-(
linda aus oslo ist ein schlimmesbld u läßt nur ansatzweise erahnen,was sie durchgemacht haben muss.... :-/";False
982671735104583;Frag doch mal das Serbische Volk wieviel Flüchtlinge sie aufnehmen wollen Svenja?;True
1010701388968284;"Muddi versteckelt sich! ;-)";False
862018940503197;Weil eh jeder von euch geistigen Dünnbrettbohrern verloren ist, liebe Angie :);False
982667288438361;Ihr seid einfach nicht ganz bei Trost! Mehr fällt mir dazu echt nicht ein. So ein Blödsinn ... Ich kann es nicht mehr lesen. Ich schäme mich zutiefst für Leute wie euch!;False
1105439379494484;vergrabt ein totes Schwein, hat in Spanien auch den Bau der Moschee verhindert.;True
882681638436927;Richtig so;False
876248312413593;Genau deiner Meinung. Aber die sind zu teuer;False
977036685668088;wie sieht das eigentlich mit Wahlrecht und Flüchtlingen aus=)na Prost Mahlzeit!!!!!!!!!!!!!!!!!!!;False
946634062041684;Wenn die auf dem Mittelmeer von der Marine aufgesammelt werden, sollte man die gleich wieder nach Afrika zurück bringen und nicht nach Europa;True
855018004536624;^^ hat er selbst geschrieben....ob er das auch singt ??;False
1035121239859632;"wir sind brüder und schwestern und lassen uns von so einem, wie hat er immer gesagt "" ARSCHLOCH"" nicht trennen und von unserem weg abbringen -- deshalb auch noch viel mut und kraft für 2016";False
1035155493189540;Erfahren wir nächsten Montag,siehe Livestream Rede von Lutz;False
1052520624786360;Wo kommen eigentlich die über 10 000 Gegendemonstranten her, wenn man nur ein paar Duzend sieht?;False
855023147869443;Wechsel den Arzt!;True
1055329467838809;und wie;False
935351449836612;nein natürlich nicht, dies gehört alles zu Deutschland .;False
1052382978133458;Unsere Regierung wer sonst;False
1063251137046642;einer weniger, bingo;False
1063418253696597;nein, ich glaube, ich denke, wenn sich noch mehr solche Fälle ereignen, in Finnland, Schweden, Dänemark, in Deutschland, die Staaten sind gezwungen Massnahmen zu ergreifen,>>> die sie selbst,... jetzt noch<<< sich nicht leisten können - Mir scheint, die schlimmsten Aggressoren sind im Moment die Presse. Ich habe eine kleine Mitteilung an Spiegelonline gelassen ...u.a. es ist erschreckend mit welcher Geschwindigkeit der Spiegel sich von den  gesunden journalistischen Werten der Gründer des Spiegels entfernt ....Sie schämen sich nicht Ihr eigenes Volk weltweit in den Dreck zu ziehe, ... wer hätte das gedacht vor 50 Jahren ...;False
1010212449017178;"Ganz ehrlich, ich habe gar nichts anderes erwartet... Du hättest es filmen und dann bei Merkel und anderen europäischen Staatschef auf den FB-Seiten posten müssen... Die sollen ruhig merken, dass wir mitbekommen, dass deren Worte nur Seifenblasen sind ;-)";False
982679791770444;"60 Millionen Menschen sind auf der Flucht !!!
Die braucht keiner aufhalten. Es gibt genügend Deutsche die sich darauf freuen, dass alle zu uns kommen ... siehe Frau Merkel mit Gefolge und so nette Menschen wie eine Anke Schneider !!!";False
935767526461671;Ok noch so ein paar Vertreter der Waldorfschule :/;False
861957967175961;joooo,leipzig löst sich auf !!!!!! so wat blödes habe ich noch niiiie gelesen/ gehört lol;False
1063638933674529;Berlin schneidet nicht allzu gut an..... haben die etwa Bundesregierung teilnehmen lassen...;False
855112724527152;sehr geil,endlich scheint pegida in die richtige richtung zu gehen (y);False
855028691202222;:-);False
882741251764299;Na und? In China ist ein Sack Reis umgefallen.......!;False
1063660390339050;"Wo es am ""Dunkelrötesten"" ist sind die meisten Ausländer, es ist einfach so.";False
985375671500856;Es sieht wunderschön aus... Genau wie damals. Weiter so...;False
982699335101823;Die verdammten Drecksvölker,und Deutschland will sich das Dreckspack ins Land holen!;False
855146984523726;oh oh das ist ja wohl Mega Peinlich. Erst dem Rassismus vorschieben , am besten einem Pegida Anhänger und dann war es der eigene Zimmer Asylbewerber aus Erithrea . Scheiße ,aber wo ist jetzt das Gedenken und Nachdenken?;False
876284275743330;Die Arbeitsagentur sollte ganz kleine Brötchen backen. Diese Herrschaften sind nicht mal in der Lage, ältere deutsche Arbeitslose mit guter Ausbildung wieder in Lohn und Brot zu vermitteln. Das wollen die dann mit den Heerscharen zumeist ungebildeter Zuwanderer schaffen, die noch nicht mal die deutsche Sprache beherrschen? Die dafür sorgen, dass das Lohndumping in diesem Land noch weiter voranschreitet? Ich kann es nicht begreifen, dass die arbeitende Bevölkerung in Deutschland sich immer weiter ausbeuten lässt.;False
982648211773602;und warum kaempfen die deserteure nicht in ihrem land ?!;False
1012926712079085;Wir wollen aber mal nicht vergessen, das dieser Zentralrat sonst Gifts und Galle gegen jedes und jeden speit und immer mit dem Zeigefinger Richtung Auschwitz !  Jetzt scheint denen nur die Alternative schlechter als die -Nazis- Sollte sich das Problem erledigen, dann sind wir wieder alle schlechte Nazis für die !;False
925336694171421;Was hier ab geht unvorstellbar,wer hat solche Politikversager,doofe Gutmenschen,Gruenen und Linken gezuechtet?Ich glaube die kommen aus dem All und haben uns verseucht.;False
1052580658113690;Wer was wählt ist mir Wurscht! Es muss jeder damit leben was er gewählt hat!;False
879385778766513;"Heutzutage ist staendig zu hören, dass wegen die Veraelterung unserer Gesellschaft fehlen (jungen) Arbeitskraeften, also wir benötigen Einwanderern.
Auch das zu hören ist, dass der Grund des Verbrechens im Gettos ist das, dass die dort lebende junge Leute keine Arbeit haben.
Leider, diesen zwei Behauptungen erzaehlen uns die Politiker (zwar aus verschiedenen Partteien, wohl aber von dem alten Parteiblock)  in verschiedenen Plaetzen und Zeiten.
Wie könnte man das erreichen, dass den obigen Begründungen ein Politiker sagt in dem selben Ort und der selben Zeit?";False
1063454330359656;"Da flüchtet nun Einer um in Deutschland abgemurkst zu werden. Unklar. Die bringen ihre ganzen unlösbaren Probleme mit hierher. Da kann man es wörtlich nehmen, ""ich sehe schwarz"".";False
1096067363765019;Setzt endlich die Waffen ein. Es geht nicht mehr anders. Das sind keine Menschen. Menschen verhalten sich menschlich.;True
1111813688857053;"""„Ohne einen Cent in der Hand, das ist menschenunwürdig“""

Sagen diejenigen, die die geplante Bargeldabschaffung beklatschen....

Idioten allesamt.";False
982682591770164;Herr Battermann, wieso nur Deutschland ?;False
1063788626992893;Antje Korwes Hauptsache sie bückbetet regelmäßig freitags.;False
1011292258909197;"Helmut Bue!
[@URL]";False
887995067905584;Ich hab auch die Schnauze voll, aber deshalb wähle ich noch lange nicht die NPD ?;False
1111610172210738;Die sind aber sehr rare Erscheinungen mittlerweile ??????????;False
1105708132800942;[@URL];False
1035162073188882;Auch der Osten wird bald vollständig mit dieser kulturellen Bereicherung gesegnet sein. Merkel und ihre korrupten Helferlein arbeiten grad fleißig daran. Jeden Tag strömen tausende illegale Einwanderer in's Land und werden flächendeckend in Position gebracht. Die Migrationsbombe ist bereits gelegt. Es fehlt nur noch der Zünder.;False
1105401316164957;der kann seine Moschee in der Türkei bauen,Dresden ist Pegidaland;False
985356501502773;Herrlich, ich bin begeistert ???? Noch lieber wäre es mir, wenn ich wieder selbst dabei sein könnte.....;False
1056501931054896;??eher friert die Hölle zu? Oder der Papst bekennt sich zum Islam!??;False
982685341769889;PS: Und die Aasgeier.. äähhhm,Journalisten,kreisen gierig um dieses Spektakel,um die Wahrheit umzulügen.;False
1111345025570586;Was die wollen oder nicht uninteressant die sollen die fresse halten Einführung ist richtig und zwar überall;False
982677415104015;"Es ist klar das solche Leute wie du Anke Schneider die Gewaltbereitschaft z.B. an der Serbisch-Ungarischen Grenze nicht seht !!! Ist aber auch klar wenn man ne rosarote Brille aufhat ;-)";False
855048647866893;"Einigt euch, all die gida's! Einigung auf einen Tag aller gida's (die können nich überall gegen demonstrieren) Reduzierung auf wichtige und sinnvolle punkte!
Distanziert euch von Rechten!
Wie soll es weiter gehen? 
Wenn das soweit geklärt ist, bin ich wieder mit am set ;-)";True
862117110493380;[@URL];False
1007138152657941;"Bereits jetzt klappert die bunte Schleppermarine regelmäßig die afrikanischen Mittelmeer-Strände ab (die Zeiten sind an jeder Hütte angeschlagen), um dort ""Flüchtlinge"" direkt vom Strand zu zupfen (""retten"") und über Lampedusa ins bunte Land zu karren; da dürfte es keinerlei Probleme geben, das Einsatzgebiet auf anderswo winkende Menschenschlächter ""in Not"" zu erweitern.";False
935893156449108;Ja war klar das solche Kommentare kommen. Renn  weiter den falschen Anhängern hinterher. Würden die meisten richtige Bücher lesen und sich mit Geschichte der Welt beschäftigen, wurdes es ein solches Geschwätz, was man heute als Kommentare betitelt, nicht geben. Aber GottseiDank haben wir Youtube und falsche Propheten.;False
1134071733297915;Am besten lernst du die kennen zu Silvester in Köln ...;False
876337195738038;Wir brauchen keine Fachkräfte aus dem Ausland wir brauchen Einen Staat der uns Jugendliche zu Fachkräften macht ...;True
1112167362155019;lass es einfach...;False
1007332832638473;Endlich hat es einer mehr begriffen,endschuldigung.;False
960870760618014;"Dem Sehofer glaube ich kein Wort 
Er redet nur tut aber nix";False
1095977753773980;Aber unsere Regierung läd doch alle ein;False
1069221646449591;Der Mannn ist völlig verwirrt, sein Gedächtnis funktioniert nicht - das nennt man frühsenil. Die Petition zum Verboi der Grünen gibt es hier:  change.org   °\°;False
982649958440094;Und weil sie aus einem Land in Ungarn einfallen wollen, in dem sie sicher sind!;False
876297665741991;Was für Fachkräfte?;False
876286365743121;Ich habe selten so einen Blödsinn gelesen *facepalm*;False
1105400719498350;Auf Volksabstimmung scheißen die einen großen Haufen.;False
1012419675463122;Gunder Stürmer: nur wenn sie eine burka tragen!;False
862015783836846;Und es ist auch nötig, dass hier etwas passiert. Dieses hohle Geschwafel ist nicht mehr ertragbar. Leute wacht auf und kommt am 9.2., jeder ist wichtig, der gegen diese Staatsmachenschaften demonstriert.;True
1010181409020282;...und die Franzosen machen es vor.. die labern nicht... die Handeln!!!!;False
1095915833780172;Das weiß ich trotzdem unglaublich was hier mittlerweile los ist in Europa beziehungsweise Deutschland!!!;False
945356972169393;Leute, das ist nicht neu. Als ich in Marburg an der Uni war haben die linken, die in Frankfurt gegen die startbahn West demonstriert haben, nehmt Sozialamt das fahrgeld abgeholt - Grund: Demonstrationsrecht, sind dann zusammen mit ihrem alten Auto hingefahru und haben so noch daran verdient. Ist halt so. Und als rechts gilt, wer selber für den lebensunterhalt arbeitet, seine Kinder selber finanziert, Bildung erwirbt, usw.;False
982690378436052;"Ramon,klappe. 
Das sind eben Fachkräfte. Hochqualifiziert. Die werden unser Land retten.*ironieoff * die einzigen die wirklich Arbeit dann haben sind unsere Polizei und Feuerwehr. Weil es hier auch bald brennt";False
1107503942621361;Das hätte man schon in Lahr tun können  ,leider geschah nicht   ??;False
991241834247573;Dresden ist schon der Hammer. Muß man Neidlos anerkennen!;False
1012294262142330;Und ich esse jetzt ein Zigeunerschnitzel.;False
1035120999859656;ich habe gehofft in Frankreich passiert etwas. Da sah es auch erst gut aus und dann doch wieder nix mit der Le Pen....und hier wird das gleiche sein. Frankreich hat schon länger und noch schlimmere Probleme mit dem Thema.;False
1011593608879062;"Hallo Herr Bue, was Sie hier anführen stimmt schon in einigen Teilen. Terror ist immer verwerflich, egal von welcher Religion, Glaubensrichtung usw. und auch ich halte das für menschenverachtend und schoflich. Wenn aber die Menschen hier, ob des großen Flüchtlingsstromes und des unkontrollierten Einfalls nach Deutschland fordern, das so etwas in geregelten Formen erfolgen muß und dann von der Regierungselite nicht gehört wird, weil Meinungsumfragen und Bürgerbedenken nicht interessieren ! Wie ,bitteschön , soll man sich da anders verhalten, als den Protest auf die Straße zu bringen? Es geht doch nicht darum, generell Kriegsflüchtlingen nicht helfen zu wollen, die Betonung liegt auf ""Kriegs....."". Diese Leute brauchen Hilfe, keine Frage. Aber, wieviele sind echte Kriegsflüchtlinge? Wer aus solchen Krisengebieten kommt, der ist froh,in Sicherheit zu sein. Aber wer sich nicht registrieren lässt, den Hilfskräften Essen vor die Beine wirft, sich benimmt wie die Axt im Walde (das sind fundierte Tatsachen), was soll man von denen halten? Ich habe auf noch keiner Pegidademo    etwas von Selbstjustiz und Aufruf zum Terror gehört, sondern nur von zivilen Ungehorsam. Aber wen wunderts? Schon der große Reformator Luther  prägte den Spruch:"" Dem  Volk mehr auf schauen...."" Aber das Volk wird ja nicht gehört!";False
982660488439041;Jetzt heisst es Deutsche Bewaffnet Euch es wird Krieg geben!!Einen großen Dank an UNGARN-weiter so.;True
861983417173416;32 Mio is klar :-);False
888393977865693;Wenn man von Links in die Mitte rückt ist es immer ein Rechtsruck, ganz normal, heißt aber nicht das es schlecht ist??;False
1012942258744197;unterzeichnet [@URL];True
1064711223567300;Das kommt weil in den Schulen lieber Gehirnwäsche betrieben wird, statt grundlegende Dinge zu lehren...;False
882999125071845;Ausschreitungen gibt es nur bei der ANTIFA !!!;False
1078364705535285;braunes Pack...;False
862017213836703;ihr langweilt uns...;False
1111603688878053;Großartig....;False
1096075333764222;N Träcker mit 'nem Güllefass. Ruck Zuck ist die Staße frei.;True
1012254508812972;"Aus Rücksicht auf die vielen muslimischen Flüchtlinge muss man arabische Sprache überall verwenden und anstatt ""Weihnachtsmarkt""  einfach ""pazar"" schreiben, deutsche Sprache wird sowieso viel zu rassistisch klingen";False
882702818434809;Bestimmt wenigstens mit der rechten Hand.;False
991246860913737;Wow.Da macht die Pause und der Rest von der Spätschicht spass.Danke DD;False
1063307113707711;Alles gut.Kein Deutscher Bürger zu Schaden gekommen.;False
1012430108795412;Wo satiere drauf steht ist satiere drin..koppauftischhau;False
951563451548745;so muss das aussehen wie in ungarn. aber hier werden sie in wohnsiedlungen usw. gebracht...damit wir deutschen denen näher sind und freundschaften schliessen...mal zum kaffee einladen und schach spielen, messer werfen...;False
1043762332328856;Hashim Rehman oh ein Klugscheißer! Wissen macht Ah! gelle?;False
989386511099772;Hört euch mal das Gequatsche der Grünen im ZDF an , Frau Göring  hat einen Knall;False
985359361502487;Wir sind schon großartig;False
1111392252232530;"Ein  kleiner Teil der ""Wandervögel"" sind ""Flüchtlinge"" und ein noch sehr viel kleinerer Teil ist überhaupt nach geltendem Recht asylberechtigt! Aber welche Rolle spielt noch geltendes Recht in diesem Deutschland, wenn es nicht gegen Deutsche geht?";False
855028371202254;hau hab mit legida sind doch alles nasis;True
876292022409222;Fachkräfte aus dem Ausland sind auch schön Billig ( Ausbildungskossten eingespart). Die werden Natürlich nicht in Ihren eigenen Ländern Gebraucht.Ja so sind die Deutschen alles von besten haben wollen, Zahlen sollen aber die anderen.;False
991242967580793;"Wiedermal super Bilder, Dresden steht für alle Patrioten Deutschlands die es nicht still hinnehmen wollen, das unsere Heimat von radikalen Muslimen besetzt wird.
Lg aus Potsdam";False
1152516391453449;Ich hätte da auch ohne AFD Mitglied zu sein, nicht mit gemacht....;False
1111994365505652;Ich hätte da gern eine PN.;False
1038910342814055;Natuerlich Regime;False
991242654247491;Viel Spaß, beste Grüße aus MV. ??;False
1012586458779777;Jawohl Frau Päßler, Sie sind eine anständige und gebildete Person. Aber sind Sie auch eine gute Deutsche?;False
1056495721055517;Im leben nicht????????;False
1105797579458664;In diesen Ländern ist der Glauben doch der im Koran steht. Und das ist aber nicht Deutschland !! Deutschland hat eine ANDERE Glaubensrichtung. Da nur ein Paar Politiker finden das der Islam zu Deutschland gehört. Muß ja nicht der Bürger für den Islam sein. Und da der jenige der den Islam huldigt muß das ja nicht in Deutschland tun. Er kann das doch in seiner Heimat tun. Wir und ich haben nichts da gegen. Bitte geht doch dort zurück wo ihr 5x am Tag Beten könnt. Eure Feiertage leben könnt. Eben alles was ihr möchtet. Das muß nur nicht in Deutschland sein.!!!!!;True
925405134164577;Schlimm Unbedingt Lesen!       [@URL];True
991239547581135;sehr stark !!!;False
945877242117366;Hört auf zu Jammern,geht Spazieren!;True
1012443675460722;Hab ich auch gedacht. Ich meine der heißt schon länger so.;False
945728032132287;verdammte korrupte politiker. Alle sollten sehen, wie Ihr das Volk verarscht . Demokratie ??? Verarschung !!!v Leute, geht zur keinen Wahlmehr, solange es keine echte Alternative gibt - Ein gerade pensionierter Leitender Angestellter !;True
1007232352648521;Und wenn schon alle so uneigennützig dort unten zugange sind,  dann sollen sich Europa, Russland und Amerika mal von ihrer besten Seite zeigen, das Land wie damals Deutschland aufteilen und so mit aufbauen helfen, dass die Menschen wieder dort leben können. Das wäre mal ein unserem Jahrhundert würdiger Beitrag, wenn statt Barberei mit Waffen mal was aufgebaut wird. Bezahlen muss der Steuerzahler ja eh, dank Merkel und Co.;True
946048278766929;Mir ist lieber, die versammeln sich in München, als hier in Hamburg, wenn es denn sein muss, hier sind schon viel zu viele von denen.;False
1055247137847042;Da hilft nur nur noch die Fortpflanzung einzudämmen - wie China die ein Kind Politik einführen in den Ländern des Is...m.;True
982741408430949;"Danger Döger  na hoffentlich verstehst du wenigstens was du da ""geschrieben"" hast...";False
1105429586162130;oh,trotdem danke liebe victoria;False
862068807164877;SZ,die haben zu DDR Zeiten ganz andere Lieder gepfiffen....die solln mal schön die Füße stille halten;False
1077844702253952;Welche Seele? Um die müßte sich ein Exorzist kümmern.;False
982644931773930;So schafft man das Problem aus dem Land;False
1010177182354038;"Jo!...erstmal die bescheuerten 
Koran-Verteilstände weg...Burka-Verbot sowieso...und Meldepflicht ist ein unwiderufliches MUSS; auch für uns!!";True
1134242149947540;Völlig verblödet die alte.. Ich wechsel die Straßenseite, so wie es geht, wenn mir sowas entgegen kommt..;False
1012671508771272;"Ich dachte, Sie verkaufen Sprengstoffkapseln zum Einnehmen 
Rezeptfrei ;)";False
985422278162862;Ja leider und es kommt noch dicker;False
1035197319852024;??????????;False
876405279064563;"Wir brauchen nimand von aussen...
Wir haben einige die es gern machen würden. ... und abgespeist werden mit staplerschein. ..";False
1112114178827004;Beleidigend werden für mich immer Leute,die einer vernünftigen Disskussion nicht fähig sind.;False
862125047159253;der ist ein Teil von dem unsere Kanzlerin meint es gehöre zu uns!;False
935403769831380;Korrektur: Kasachstan als Beispiel für ein Land in dem Frauen Kopftücher tragen ist fehlgeleitet - das Land ist überwiegend muslimisch. Hatte das anders im Kopf - nehmen wir orthodoxe Griechen und Russen als Ersatzbeispiel. So.;False
1056928281012261;ich muß schon sagen, ein guter schnitt bei 1,5 mio einwanderern.........und das innerhalb von einem halben jahr.....alle achtung unsere behörden sind echt schnell......;False
882940931744331;Die typische Zensur bei uns in der Buntland Diktatur: [@URL];False
1063426477029108;Oh war da einer Rechts- und der andere Linksradikal?;False
1134335326604889;Habe shon vielmals gemacht, Frau Merkel ! Glauben Sie mir- ich will nicht mehr.;False
1134127043292384;Wo bleibt denn Ihre Vorbildwirkung?Hat sie einen Flüchtling bei sich aufgenommen???Im Kanzleramt ist soviel Platz,da können die alle rein;False
1063663243672098;Die Grafik zeigt die Entwicklung deutlich, auch deutlich die Schuldigen.;False
1012244708813952;Zuckerkuchen???;False
882719441766480;einer weniger der uns probleme bereitet;False
927243397314084;Wir im Westen tun immer so als wären wir so schlau ......Dresden zeigt uns wie es geht.......!!;False
1055077094530713;Wo soll das noch hinführen,es reicht;False
1038882306150192;"Hallo Detlef Karg,

Ihr Beitrag: Hallo MirKo Faust

Zu ihrem letzten Absatz,das habe ich mich auch gefragt, diese ganze Politiker -Elite,muss abgesetzt werden. Da werden unsere Frauen begrabscht und bestohlren, da sieht man ein kleines Haeufchen aengstlicher Poliziten, machen 2-3 Verhaftungen wo nichts bei raus kommt, und dann spricht DIESE FRAU A.M.von Rechten!, ist die denn total Ausgeflipt. Ich bin nicht von der Pegida, aber die haben Recht.";False
1056949434343479;Kommt der Flieger leer zurück????;False
882680488437042;einfach zu viel gerede. hauptsache wieder einer weniger...??;False
945838798787877;Dann soll man mich als Nazi bezeichnen, ich weiß wer ich bin und nur das zählt.  Ich bin Deutsch, ein Patriot der zu seinem Land und seiner Kultur steht.;False
855043971200694;Lasst grönemeier rum jaulen. ..früher  war er mal besser. ...schon ist  es eine Schande  für die Stadt  das man solche Leute  holen  muss ....sonst kommen  ja nicht  mehr viele zu gegen  Demo... auf geht's pegida. ...jetzt erst recht;True
1007262735978816;und immer an die eigene NASE fassen........  !;False
1105416192830136;Alexander Czech;False
855048264533598;"Hoffentlich passiert Montag nichts bei diesen Idioten hier :
[@URL]";False
1056971781007911;Genau das Gleich ist mir auch gerade durch den Kopf gegangen. Die sind schneller zurück als der Rückflug gedauert hat. Außerdem rücken für jeden abgeschobenen Flüchtling gleich 500 neue nach...In son Airbus A380 passen 500 bis 800 Leute rein. Das würde ich eine Massenabschiebung nennen, aber 127...;False
994475803924176;Die Mehrheit des Deutschen Volkes will kein Multikulti und will auch keine Asylforderer. Die kommenden Landtagswahlen werden diese Aussage bestätigen. Dann bekommen die etablierten Altparteien hoffentlich die Klatsche, die diese Volksverräter verdienen. Und lieber deutscher Michel lass dir nicht von denen da oben, erzählen, dass sich dieses Asylchaos zum Nulltarif finanziert. Jetzt finanziert das der Staat auf Pump. Doch nach den Wahlen kommt für uns die nächste Katastrophe, Steuererhöhungen und Erhöhungen der Krankenkassenbeiträge. Das können wir nur ändern bzw. verhindern, wenn wir endlich mal richtig wählen. Es gibt doch eine Alternative. Nutzen wir diese Chance. Verändern wir dieses Land zum Guten.;True
993548840683539;Alexander Läßner Die Flüchtlinge nix, aber die Flüchtlingsindustrie , die immer mehr hier her schafft. Kleine Probleme ? Wie einseitig kann man denken. Auch die Kriegspropaganda gehört dazu,. Denn was folgt daraus. Und die Islamisierung unseres Landes und das Überfluten unseres Landes mit Moslimen , die nur Ihren Koran, als Staat und Religion kennen und Toleranz untereinander nicht kennen . Und schon ist der Kreis geschlossen . Deine überaus dämlichen Beleidigungen , kannst Du Dir hinstrecken , wo die Sonne nicht hinkommt. Wer würde das alles finanzieren können, wenn wir nicht unsere Heimat lieben würden brav arbeiten gingen und vor allem brav Steuern zahlen würden? Wer bitte hätte so einen Staat , in dieser Form aufbauen können.? Wer zur Hölle. Und Lustig ich bin auch Migrant und Deutschland ist meine Heimat!;False
1012560052115751;Lieber Jochen, ob man anonym bleiben möchte ist erstmal jeden selber überlassen. Desweiteren bin ich es leid mit Menschen zu diskutieren wie Ihnen die einfach nicht normal in meinen Augen sind. Für Menschen mit ihrer Einstellung habe ich nichts übrig, meinetwegen ziehen sie nach Syrien um und dann machen sie es sich dort schön mit den Terroristen sie Dumpfbatz. Punkt.;False
945857025452721;"Und viele Nichten, Neffen und Nachbarskinder für die wir Kindergeld und Hartz-4 zahlen dürfen.
Auch sonst sind unsere Zuwanderer sehr kreativ, um (unberechtigt) an unsere Sozialkassen zu gelangen.";False
1012934592078297;"Haben sie mal gesehen was wir da bei denen alles machen?
Wieviele Menschen mussten hier wegen der paar Idioten sterben und wie viele sterben täglich wegen unserer Soldaten. Wir machen Krieg in ihren Ländern nicht umgekehrt!";False
982684071770016;Ausgerechnet von euch ostdeutschen kommen Forderungen wie Grenzen dicht...   Nichts aus der Geschichte gelernt?  Stroh im Kopf?  Geh zu pegida!;True
